Make,Risk Score,Injury Rate,Survival Rate,Total Person
wejebe jose,1.0,0.0,0.0,1
wehrlen,1.0,0.0,0.0,1
weeks,1.0,0.0,0.0,2
stolte,1.0,0.0,0.0,1
stock,1.0,0.0,0.0,1
stits playboy,1.0,0.0,0.0,1
rygg,1.0,0.0,0.0,1
saldairiaga,1.0,0.0,0.0,1
sachse stephan,1.0,0.0,0.0,1
saccio thomas a,1.0,0.0,0.0,2
sabrena,1.0,0.0,0.0,1
sabre trike,1.0,0.0,0.0,1
saberwing,1.0,0.0,0.0,1
s.z.d.,1.0,0.0,0.0,1
s.o.c.a.t.a.,1.0,0.5,0.5,2
s.c. aerostar s.a.,1.0,0.0,0.0,2
s c aerostar s a,1.0,0.0,0.0,1
ryskamp bruce a,1.0,0.0,0.0,1
"ryan, robert r.",1.0,0.0,0.0,1
stits,1.0,0.0,0.0,4
ryan aeronautics,1.0,0.5,0.5,2
rutter herbert g,1.0,0.0,0.0,1
rutter,1.0,0.0,0.0,1
rutherford,1.0,0.0,0.0,1
rutan aircraft factory,1.0,0.0,0.0,1
russom roy g,1.0,0.0,0.0,1
russman,1.0,0.5,0.5,2
russell post,1.0,0.0,0.0,1
ruschke,1.0,0.0,0.0,2
ruppercht,1.0,0.0,0.0,2
rupe,1.0,0.0,0.0,1
saliba,1.0,0.0,0.0,1
sam r peachey,1.0,0.5,0.5,2
sam r. crowell,1.0,0.0,0.0,2
sanclemente,1.0,0.0,0.0,1
schoonover john d,1.0,0.0,0.0,1
schoepflin,1.0,0.0,0.0,1
schneider,1.0,0.0,0.0,2
schmidt albert d,1.0,0.0,0.0,2
schmahl,1.0,0.0,0.0,1
schlitter,1.0,0.0,0.0,1
schleicher alexander gmbh,1.0,0.0,0.0,1
schlagenhauf,1.0,0.0,0.0,2
schilleci,1.0,0.0,0.0,1
schifferer,1.0,0.0,0.0,1
schendl,1.0,0.0,0.0,1
schempp-hirth flugzeugbau gmbh,1.0,0.0,0.0,1
scheibe flugzeugbau,1.0,0.0,0.0,1
schaffer gary w,1.0,0.0,0.0,1
schaffer,1.0,0.0,0.0,1
sawyer,1.0,0.0,0.0,1
sawby scott,1.0,0.5,0.5,2
saunders,1.0,0.5,0.5,2
sauder,1.0,0.5,0.5,2
sater,1.0,0.0,0.0,1
sanford,1.0,0.0,0.0,2
sands,1.0,0.0,0.0,1
sandridge,1.0,0.5,0.5,2
rowley,1.0,0.0,0.0,1
"rotorway aircraft, inc.",1.0,0.0,0.0,1
rotorsport uk ltd,1.0,0.0,0.0,1
robert snyder,1.0,0.0,0.0,1
robert o. ely,1.0,0.0,0.0,1
robert n. gilmore,1.0,0.0,0.0,1
robert l. rice,1.0,0.0,0.0,2
robert l coons,1.0,0.0,0.0,1
robert eggebrecht,1.0,0.0,0.0,1
robert d. campbell,1.0,0.0,0.0,1
robert c. hanson,1.0,0.0,0.0,1
robert bressler,1.0,0.0,0.0,1
robert b. boston,1.0,0.0,0.0,1
rivers william j,1.0,0.0,0.0,1
ritz,1.0,0.0,0.0,1
ritter,1.0,0.0,0.0,1
riggs,1.0,0.0,0.0,1
riffel jerris l,1.0,0.0,0.0,1
rietman,1.0,0.0,0.0,1
riekkenen,1.0,0.0,0.0,1
rider-charles,1.0,0.0,0.0,1
riddell (lancair),1.0,0.0,0.0,1
rick campbell,1.0,0.0,0.0,2
richardson andrew p,1.0,0.5,0.5,2
richard lacourse,1.0,0.0,0.0,2
richard a. white,1.0,0.0,0.0,2
richard a. brown,1.0,0.0,0.0,2
robert r. callahan,1.0,0.5,0.5,2
roberto p. garcia,1.0,0.0,0.0,1
rotorsport uk,1.0,0.0,0.0,1
robin,1.0,0.0,0.0,12
rotordyne,1.0,0.0,0.0,1
rotor flight dynamics,1.0,0.0,0.0,2
rotec/botsford,1.0,0.5,0.5,2
ross h/herriott m,1.0,0.0,0.0,1
rosenmayer,1.0,0.0,0.0,1
roscher frederick,1.0,0.5,0.5,2
ronneberg/murphy,1.0,0.0,0.0,1
ronald v white,1.0,0.5,0.5,2
ronald houk,1.0,0.0,0.0,1
ronald c. render,1.0,0.5,0.5,2
rominger,1.0,0.0,0.0,1
rollins-bowers,1.0,0.0,0.0,1
rollins,1.0,0.0,0.0,2
rolladen schneider,1.0,0.0,0.0,1
rolando,1.0,0.0,0.0,1
rogerson hiller corp.,1.0,0.6666666666666666,0.6666666666666666,3
rogers-gibson,1.0,0.0,0.0,1
rogers george t,1.0,0.0,0.0,3
roger a hansen,1.0,0.5,0.5,2
roe cleo,1.0,0.0,0.0,1
roddie,1.0,0.0,0.0,1
rocky mountain,1.0,0.0,0.0,1
robl,1.0,0.0,0.0,2
schrieber robert l,1.0,0.0,0.0,2
schubert,1.0,0.0,0.0,1
schuchart,1.0,0.0,0.0,1
springer,1.0,0.0,0.0,1
sportflight international llc,1.0,0.0,0.0,2
sport plane dynamics llc,1.0,0.5,0.5,2
speyer,1.0,0.0,0.0,1
sperling richard g,1.0,0.0,0.0,1
sperling,1.0,0.0,0.0,2
spears,1.0,0.0,0.0,1
spaur charles,1.0,0.5,0.5,2
spaulding errol,1.0,0.5,0.5,2
sparks-schreder,1.0,0.0,0.0,1
spagnoletti,1.0,0.0,0.0,1
soward,1.0,0.0,0.0,1
southwest florida aviation,1.0,0.0,0.0,1
southern aero,1.0,0.0,0.0,1
southerland,1.0,0.0,0.0,1
sorrell,1.0,0.0,0.0,1
sorenson,1.0,0.0,0.0,2
sorensen,1.0,0.0,0.0,1
sopwith,1.0,0.0,0.0,1
sons mustang,1.0,0.0,0.0,2
sonerai,1.0,0.0,0.0,1
socata-groupe aerospatiale,1.0,0.0,0.0,3
snowbird,1.0,0.0,0.0,2
smythe donald f,1.0,0.5,0.5,2
sprague,1.0,0.0,0.0,1
sproul keith a,1.0,0.5,0.5,2
smith/davis,1.0,0.0,0.0,1
st clair david l,1.0,0.5,0.5,2
stiles,1.0,0.0,0.0,1
steven w. jones,1.0,0.0,0.0,1
steven hardie,1.0,0.5,0.5,2
sterns,1.0,0.0,0.0,1
stephens william e,1.0,0.0,0.0,2
stephens,1.0,0.0,0.0,2
stemme gmbh & co,1.0,0.16666666666666666,0.16666666666666666,5
steinman mark e,1.0,0.0,0.0,1
stein,1.0,0.0,0.0,1
steeves,1.0,0.0,0.0,1
steen skybolt,1.0,0.0,0.0,4
steele samuel d,1.0,0.0,0.0,2
steele,1.0,0.5,0.5,2
stearns,1.0,0.0,0.0,2
starnes,1.0,0.0,0.0,1
stark rand,1.0,0.0,0.0,1
starfire,1.0,0.0,0.0,1
star-lite engineering ltd,1.0,0.0,0.0,1
star-lite,1.0,0.0,0.0,1
stanley ernie sigurd,1.0,0.0,0.0,1
stanger,1.0,0.0,0.0,1
stanek,1.0,0.0,0.0,2
stamper,1.0,0.0,0.0,1
smysor kevin,1.0,0.0,0.0,1
smith bret b,1.0,0.0,0.0,2
schulman,1.0,0.0,0.0,1
short bros. & harland,1.0,0.0,0.0,2
shoaf,1.0,0.0,0.0,2
shirley carl,1.0,0.0,0.0,1
shimer,1.0,0.0,0.0,1
sherman,1.0,0.0,0.0,2
shepard jimmy d jr,1.0,0.0,0.0,1
sheets,1.0,0.5,0.5,2
sheely,1.0,0.0,0.0,1
shear,1.0,0.0,0.0,1
sheahen dane e,1.0,0.0,0.0,2
shaw douglas wayne,1.0,0.0,0.0,1
sharpe william l,1.0,0.0,0.0,1
shannon kevin,1.0,0.0,0.0,1
shannon james a jr,1.0,0.0,0.0,1
senior aero sport,1.0,0.0,0.0,2
semple,1.0,0.0,0.0,1
selstad,1.0,0.0,0.0,2
seamax aircraft,1.0,0.0,0.0,1
sea & sky inc,1.0,0.0,0.0,3
"scotts-bell 47, inc.",1.0,0.0,0.0,1
scoda aeronautica ltda,1.0,0.0,0.0,1
schwartz,1.0,0.0,0.0,1
schutte,1.0,0.0,0.0,1
schumann,1.0,0.0,0.0,1
short bros,1.0,0.0,0.0,2
short brothers plc,1.0,0.0,0.0,1
smith albert f,1.0,0.5,0.5,2
sidney,1.0,0.0,0.0,1
smith aerostar,1.0,0.0,0.0,3
smeesters,1.0,0.0,0.0,1
slipstream,1.0,0.0,0.0,1
slip stream,1.0,0.0,0.0,1
slaybaugh,1.0,0.0,0.0,2
slater,1.0,0.0,0.0,1
skytek,1.0,0.0,0.0,2
skyraider,1.0,0.0,0.0,1
skykits,1.0,0.0,0.0,1
skygear,1.0,0.0,0.0,1
skwira matthew j,1.0,0.0,0.0,1
skiles kenneth c,1.0,0.0,0.0,2
skeeter,1.0,0.0,0.0,1
"six chuter, inc",1.0,0.0,0.0,1
sirocco flying club,1.0,0.0,0.0,1
sims - basset,1.0,0.0,0.0,2
simons,1.0,0.0,0.0,1
silvius,1.0,0.0,0.0,1
silverlight aviation llc,1.0,0.25,0.25,3
silva,1.0,0.5,0.5,2
siggi's airplane works,1.0,0.0,0.0,2
sigers,1.0,0.0,0.0,1
siefert,1.0,0.0,0.0,1
starck,1.0,0.0,0.0,1
kelley derrick/leza,1.0,0.5,0.5,2
pongracz john m,1.0,0.0,0.0,1
duke paul,1.0,0.0,0.0,1
domaille,1.0,0.0,0.0,1
donald l. hedeman,1.0,0.0,0.0,1
donald r. casper,1.0,0.0,0.0,1
donald r. lee,1.0,0.0,0.0,1
donald rhodes,1.0,0.0,0.0,1
donegan benton,1.0,0.0,0.0,1
dotson,1.0,0.0,0.0,1
douglas a. pohl,1.0,0.0,0.0,1
doyle james e,1.0,0.0,0.0,1
dragon fly aviation,1.0,0.0,0.0,1
draper,1.0,0.0,0.0,2
dresbach,1.0,0.0,0.0,1
drochak,1.0,0.0,0.0,1
drone paul e,1.0,0.0,0.0,1
duce project,1.0,0.0,0.0,2
duci's vans,1.0,0.0,0.0,1
dufault mark v,1.0,0.0,0.0,1
"dofka, martin f.",1.0,0.0,0.0,1
doellefeld,1.0,0.0,0.0,1
dobbs,1.0,0.0,0.0,2
dg flugzeugbau gmbh,1.0,0.25,0.25,3
denzer,1.0,0.0,0.0,1
derosier,1.0,0.0,0.0,1
derousse,1.0,0.0,0.0,1
desalvatore al,1.0,0.0,0.0,2
detrick donald g,1.0,0.0,0.0,1
devendorf,1.0,0.0,0.0,2
dfl holdings inc.,1.0,0.0,0.0,1
dial david l,1.0,0.0,0.0,1
dji,1.0,0.0,0.0,1
dial-thorp,1.0,0.0,0.0,1
diamond aircraft industries in,1.0,0.0,0.0,2
dickenson,1.0,0.0,0.0,1
dickey,1.0,0.0,0.0,1
dietz,1.0,0.5,0.5,2
distar cz as,1.0,0.0,0.0,1
dittenber thomas j,1.0,0.0,0.0,2
duff,1.0,0.0,0.0,2
"duke, clarence e.",1.0,0.0,0.0,1
denmark,1.0,0.0,0.0,1
durkota,1.0,0.0,0.0,2
eichblatt,1.0,0.0,0.0,1
eichman,1.0,0.0,0.0,1
eiland,1.0,0.5,0.5,2
eipper quicksiver e,1.0,0.0,0.0,1
ely,1.0,0.0,0.0,2
embraer aircraft,1.0,0.0,0.0,10
emeraude,1.0,0.0,0.0,2
emigh aircraft,1.0,0.0,0.0,2
emory b. wood,1.0,0.0,0.0,1
engineering and research,1.0,0.0,0.0,2
english electric lightning,1.0,0.0,0.0,1
entwicklungsgemeinschaft,1.0,0.0,0.0,1
epig,1.0,0.0,0.0,3
erik k. van der kaay,1.0,0.0,0.0,1
eris e. ervin,1.0,0.0,0.0,1
eros,1.0,0.0,0.0,1
eugene n. rausch,1.0,0.0,0.0,1
edward r. sugg,1.0,0.0,0.0,1
edra/mcdermitt,1.0,0.0,0.0,2
edge,1.0,0.0,0.0,2
eagle (ultralight),1.0,0.0,0.0,1
durr,1.0,0.0,0.0,1
e. j. humphrey,1.0,0.0,0.0,2
e.c trynka,1.0,0.0,0.0,1
e.l. griggs,1.0,0.0,0.0,1
e.t. meredith iii,1.0,0.0,0.0,1
eaa chapter 163,1.0,0.5,0.5,2
eachon,1.0,0.0,0.0,1
eagle r&d inc,1.0,0.0,0.0,1
eddie a. smith,1.0,0.0,0.0,2
eagleston john h,1.0,0.0,0.0,1
earnest,1.0,0.0,0.0,1
earthstar aircraft,1.0,0.0,0.0,1
easy riser,1.0,0.0,0.0,1
ebersole,1.0,0.0,0.0,1
eckenrode carl j,1.0,0.0,0.0,1
eclipse aviation,1.0,0.0,0.0,1
dennis p. mcgurk,1.0,0.0,0.0,2
demmer,1.0,0.3333333333333333,0.3333333333333333,3
comco ikarus,1.0,0.0,0.0,2
criquet aviation bogota columb,1.0,0.0,0.0,1
corsario,1.0,0.0,0.0,1
cosentino garey a,1.0,0.5,0.5,2
couden,1.0,0.0,0.0,2
coutz,1.0,0.0,0.0,1
covell kevin scott,1.0,0.0,0.0,2
cox,1.0,0.3333333333333333,0.3333333333333333,5
cox thorpe,1.0,0.0,0.0,1
cox william m,1.0,0.0,0.0,3
cozy,1.0,0.0,0.0,2
craig c walls,1.0,0.5,0.5,2
craig morehead,1.0,0.0,0.0,1
crain jac a,1.0,0.0,0.0,1
crane,1.0,0.0,0.0,2
crawford-gordon,1.0,0.0,0.0,1
creech jerry,1.0,0.5,0.5,2
creekmore,1.0,0.0,0.0,1
cresawn pitts,1.0,0.0,0.0,1
cornford craig h,1.0,0.0,0.0,1
cornell w f/sahakian j a jr,1.0,0.0,0.0,1
cornelius,1.0,0.0,0.0,2
conway philip j,1.0,0.0,0.0,2
commander aircraft company,1.0,0.0,0.0,2
commens,1.0,0.0,0.0,1
concannon milton,1.0,0.0,0.0,2
condor aircraft,1.0,0.0,0.0,2
condor ii,1.0,0.0,0.0,1
cone james a,1.0,0.0,0.0,1
continental,1.0,0.0,0.0,1
cooke,1.0,0.0,0.0,1
corley,1.0,0.0,0.0,2
cooper,1.0,0.25,0.25,3
cooper michael c,1.0,0.0,0.0,2
"cooper, david w.",1.0,0.0,0.0,1
cora,1.0,0.0,0.0,1
corben,1.0,0.0,0.0,4
corbin/king,1.0,0.0,0.0,1
corey,1.0,0.0,0.0,1
cress,1.0,0.0,0.0,1
croman,1.0,0.5,0.5,2
delwyn schmidt,1.0,0.0,0.0,1
cromwell/pitts,1.0,0.0,0.0,1
daniel r. lloyd,1.0,0.0,0.0,1
daniel s. taylor,1.0,0.0,0.0,1
daniels,1.0,0.0,0.0,3
dankelman peter g,1.0,0.0,0.0,1
danny m damron,1.0,0.0,0.0,2
darrell,1.0,0.0,0.0,1
darst,1.0,0.0,0.0,1
dauntless,1.0,0.0,0.0,2
davenport (van's),1.0,0.0,0.0,1
david fitzgerald,1.0,0.0,0.0,2
davis michael j,1.0,0.0,0.0,1
dayon,1.0,0.0,0.0,1
de malignon,1.0,0.0,0.0,1
debus j / mountain s / bowes e,1.0,0.0,0.0,1
deley starduster,1.0,0.0,0.0,1
dellicker,1.0,0.0,0.0,2
delts wing kites,1.0,0.0,0.0,1
daniel la lee,1.0,0.0,0.0,1
daniel anthony proctor,1.0,0.5,0.5,2
dan t. zelazo,1.0,0.5,0.5,2
cunningham,1.0,0.0,0.0,2
cross-capps,1.0,0.5,0.5,2
cruz,1.0,0.0,0.0,1
csp leasing llc,1.0,0.0,0.0,1
"cub crafters, inc.",1.0,0.0,0.0,1
cubcrafters,1.0,0.0,0.0,2
culbertson,1.0,0.5,0.5,2
"culver, aurther l.",1.0,0.0,0.0,1
cupaiole,1.0,0.0,0.0,1
dakota,1.0,0.5,0.5,2
curtis,1.0,0.0,0.0,2
"custom aerotech, inc.",1.0,0.0,0.0,2
czech,1.0,0.0,0.0,1
d. wayne smith,1.0,0.0,0.0,1
"daffron, harold c.",1.0,0.0,0.0,1
daher,1.0,0.0,0.0,1
dahlman-dower,1.0,0.0,0.0,1
eurocopter deutsch,1.0,0.0,0.0,1
eurocopter deutschland gmbh,1.0,0.2916666666666667,0.29166666666666663,25
evanson,1.0,0.0,0.0,1
greco,1.0,0.5,0.5,2
goldwing,1.0,0.0,0.0,1
golightly,1.0,0.0,0.0,1
good,1.0,0.0,0.0,1
goodwin,1.0,0.0,0.0,1
goodyear,1.0,0.25,0.25,3
gordon,1.0,0.25,0.25,3
gordon r smith,1.0,0.0,0.0,1
gordon scot a,1.0,0.5,0.5,2
gough-herrman,1.0,0.0,0.0,2
polsgrove,1.0,0.0,0.0,1
grace,1.0,0.0,0.0,1
graham,1.0,0.0,0.0,1
graichen,1.0,0.0,0.0,2
grandman,1.0,0.0,0.0,2
grau,1.0,0.0,0.0,1
graves,1.0,0.0,0.0,2
gray miniplane,1.0,0.0,0.0,1
godbout,1.0,0.0,0.0,1
goble,1.0,0.0,0.0,1
goans,1.0,0.0,0.0,1
gerdts mark e,1.0,0.0,0.0,1
geertz,1.0,0.0,0.0,1
geist donald r,1.0,0.0,0.0,1
general balloon corp.,1.0,0.5,0.5,2
general motors,1.0,0.0,0.0,1
gentry,1.0,0.0,0.0,2
george evenson,1.0,0.0,0.0,2
gerald jones,1.0,0.0,0.0,1
gibb,1.0,0.0,0.0,1
glines,1.0,0.0,0.0,2
giertz,1.0,0.0,0.0,1
gift,1.0,0.0,0.0,2
gilbert,1.0,0.0,0.0,2
gillespie,1.0,0.0,0.0,1
gladstone,1.0,0.0,0.0,1
glassair iii,1.0,0.0,0.0,2
glen davis,1.0,0.0,0.0,1
grazier,1.0,0.0,0.0,1
green gary e,1.0,0.0,0.0,1
evektor,1.0,0.0,0.0,2
greer,1.0,0.0,0.0,2
guy,1.0,0.0,0.0,1
gyrocopter,1.0,0.0,0.0,1
gyroflug,1.0,0.0,0.0,1
h. preiss,1.0,0.0,0.0,1
hackett,1.0,0.0,0.0,1
hackett/mckown,1.0,0.5,0.5,2
haecker,1.0,0.5,0.5,2
haessler,1.0,0.0,0.0,1
haggenmacher,1.0,0.0,0.0,1
hall don h,1.0,0.0,0.0,2
hall thomas k,1.0,0.5,0.5,2
"hall, wendall w",1.0,0.0,0.0,1
hallstrom,1.0,0.0,0.0,1
halsmer,1.0,0.0,0.0,1
hamilton,1.0,0.0,0.0,2
hamlin john d,1.0,0.5,0.5,2
hansen ib c,1.0,0.0,0.0,1
gutierrez pablino,1.0,0.0,0.0,1
gustafson,1.0,0.0,0.0,1
guscott,1.0,0.0,0.0,1
"griffin, thomas",1.0,0.0,0.0,1
greg connell,1.0,0.0,0.0,1
greg hobbs,1.0,0.0,0.0,2
gregory newman,1.0,0.0,0.0,1
gregory s miller,1.0,0.5,0.5,2
grenier raymond,1.0,0.5,0.5,2
gribosh,1.0,0.0,0.0,1
griffin,1.0,0.0,0.0,3
groce,1.0,0.0,0.0,1
gulfstream am corp comm div,1.0,0.0,0.0,4
grote,1.0,0.0,0.0,1
grover,1.0,0.0,0.0,1
gruber,1.0,0.0,0.0,2
grumman american avn. corp,1.0,0.0,0.0,1
grumman american corporation,1.0,0.0,0.0,2
guisinger gary g,1.0,0.5,0.5,2
gulfstream aerospace corp,1.0,0.0,0.0,3
gearn geary d,1.0,0.0,0.0,1
gay,1.0,0.0,0.0,1
gauchat,1.0,0.0,0.0,2
gaston thomas d,1.0,0.0,0.0,1
federsen walter,1.0,0.0,0.0,2
feil,1.0,0.0,0.0,1
feraca edward m,1.0,0.0,0.0,1
ferguson,1.0,0.0,0.0,1
ferran,1.0,0.0,0.0,1
ferris,1.0,0.5,0.5,2
finke,1.0,0.0,0.0,1
finney thorp,1.0,0.0,0.0,2
firefly balloons 2010 inc,1.0,0.18181818181818182,0.18181818181818182,11
first strike,1.0,0.0,0.0,1
flagg,1.0,0.0,0.0,2
flake,1.0,0.0,0.0,2
fleming,1.0,0.0,0.0,1
fletcher,1.0,0.0,0.0,1
flitecraft,1.0,0.0,0.0,2
floback,1.0,0.0,0.0,1
flower roger p,1.0,0.0,0.0,1
featherston,1.0,0.0,0.0,1
farrington,1.0,0.0,0.0,1
farland,1.0,0.0,0.0,1
extra flugzeugproduktions-gmbh,1.0,0.0,0.0,2
everett,1.0,0.0,0.0,1
evolution,1.0,0.0,0.0,2
evolution 19,1.0,0.0,0.0,2
evolution air llc,1.0,0.4,0.4,5
explorer aeronautique inc.,1.0,0.0,0.0,1
express,1.0,0.0,0.0,3
express aircraft,1.0,0.0,0.0,1
extra flugzeugproduktions-und,1.0,0.0,0.0,3
farhat,1.0,0.0,0.0,2
failing/rand-robinson,1.0,0.0,0.0,1
fain,1.0,0.0,0.0,1
fairley gooch,1.0,0.0,0.0,1
falco,1.0,0.0,0.0,2
falen,1.0,0.0,0.0,1
fallbeck,1.0,0.0,0.0,1
fantasy air,1.0,0.0,0.0,1
floyd,1.0,0.0,0.0,2
flugzeugbau,1.0,0.6666666666666666,0.6666666666666666,3
flugzeugproduktions-und vertri,1.0,0.0,0.0,2
gallagher,1.0,0.0,0.0,2
fritz neumeyer,1.0,0.0,0.0,2
from here to there pdq inc,1.0,0.0,0.0,2
fuller/findlay,1.0,0.0,0.0,1
furche-bielsko,1.0,0.0,0.0,1
furru donald jeffrey,1.0,0.5,0.5,2
gadbury,1.0,0.0,0.0,1
galbraith,1.0,0.0,0.0,1
gann,1.0,0.0,0.0,1
frith,1.0,0.5,0.5,2
gardan,1.0,0.0,0.0,2
gardner douglas p,1.0,0.0,0.0,1
garniss,1.0,0.0,0.0,1
garramone mike a,1.0,0.5,0.5,2
garrett gerald p,1.0,0.0,0.0,1
gary l. zeigler,1.0,0.0,0.0,1
garza,1.0,0.0,0.0,1
fritz,1.0,0.0,0.0,1
frick,1.0,0.0,0.0,1
flynn william,1.0,0.0,0.0,1
foster john,1.0,0.0,0.0,1
folke wulf,1.0,0.0,0.0,1
folland,1.0,0.0,0.0,3
folland aircraft co ltd,1.0,0.0,0.0,1
fonville,1.0,0.5,0.5,2
foreit,1.0,0.0,0.0,1
fortuna dave,1.0,0.0,0.0,1
foster,1.0,0.0,0.0,1
foster/hilsman,1.0,0.0,0.0,2
freije,1.0,0.0,0.0,2
fouga,1.0,0.0,0.0,4
four seasons aviations,1.0,0.5,0.5,2
fox aircraft corp.,1.0,0.0,0.0,1
frandsen,1.0,0.0,0.0,1
fratus,1.0,0.0,0.0,1
frazier,1.0,0.0,0.0,1
fredenburg,1.0,0.0,0.0,2
commander aircraft,1.0,0.0,0.0,1
combs earl w,1.0,0.0,0.0,1
harden,1.0,0.0,0.0,2
"bates, frank l",1.0,0.5,0.5,2
baggarley,1.0,0.0,0.0,1
bailey robert,1.0,0.5,0.5,2
baker bobby j,1.0,0.0,0.0,1
ballonbau worner gmbh,1.0,0.0,0.0,2
balloonbau woerner gmbh,1.0,0.0,0.0,2
banks/mong,1.0,0.0,0.0,1
barber john a,1.0,0.0,0.0,2
barger steve m,1.0,0.0,0.0,2
barklage,1.0,0.0,0.0,1
barness,1.0,0.0,0.0,1
barnett allen s,1.0,0.0,0.0,2
baron,1.0,0.0,0.0,1
barrow ted a,1.0,0.0,0.0,1
barry zielinski,1.0,0.0,0.0,1
bartels,1.0,0.0,0.0,1
bartholomew kolb,1.0,0.0,0.0,1
basinski,1.0,0.0,0.0,1
backovich george c,1.0,0.0,0.0,1
back forty developments,1.0,0.0,0.0,1
babenco henry d.,1.0,0.0,0.0,1
augustine david l,1.0,0.0,0.0,1
arter,1.0,0.0,0.0,1
arthur alan blind,1.0,0.5,0.5,2
asher,1.0,0.5,0.5,2
atec,1.0,0.0,0.0,2
atkins john,1.0,0.5,0.5,2
attebery-stainbrook,1.0,0.0,0.0,1
augusta,1.0,0.0,0.0,1
autra,1.0,0.0,0.0,1
ayres thrush,1.0,0.0,0.0,2
aves douglas james,1.0,0.0,0.0,2
aviamilano,1.0,0.0,0.0,2
aviastroitel,1.0,0.0,0.0,1
aviate,1.0,0.0,0.0,1
"axell, charles",1.0,0.0,0.0,2
ayers,1.0,0.0,0.0,2
ayres corp,1.0,0.0,0.0,1
bass,1.0,0.0,0.0,1
bauer's mitchell wing,1.0,0.0,0.0,1
aronson,1.0,0.0,0.0,2
baugh-hubert,1.0,0.0,0.0,1
bellance,1.0,0.5,0.5,2
bely,1.0,0.0,0.0,2
beneteau,1.0,0.0,0.0,2
bensen aircraft corp.,1.0,0.0,0.0,1
bensen-jansen,1.0,0.0,0.0,1
benson/ambrocini/wentzel,1.0,0.0,0.0,1
bentley,1.0,0.0,0.0,2
bently,1.0,0.0,0.0,1
benton fred d,1.0,0.0,0.0,2
bereznak,1.0,0.5,0.5,2
berg,1.0,0.0,0.0,1
berger michael a,1.0,0.0,0.0,1
bergmann,1.0,0.0,0.0,1
bernard,1.0,0.0,0.0,1
bernard darmstadt,1.0,0.0,0.0,1
bernhard,1.0,0.0,0.0,2
berrick,1.0,0.0,0.0,2
bell-tellijohn,1.0,0.5,0.5,2
bell-k copter,1.0,0.0,0.0,3
bell helicopter textron inc,1.0,0.0,0.0,2
bede,1.0,0.0,0.0,2
beagle aircraft,1.0,0.0,0.0,7
beamont,1.0,0.0,0.0,1
bean r e/r b weld inc,1.0,0.0,0.0,2
beard,1.0,0.0,0.0,1
beaudry phillip,1.0,0.5,0.5,2
becker wag aero,1.0,0.0,0.0,1
beckham,1.0,0.0,0.0,1
bedecorp llc,1.0,0.0,0.0,1
bell helicopter co,1.0,0.0,0.0,1
bedeell,1.0,0.0,0.0,1
beech aircraft,1.0,0.0,0.0,8
beech aircraft co.,1.0,0.0,0.0,2
beech aircraft corp,1.0,0.0,0.0,3
beggs,1.0,0.0,0.0,1
behne,1.0,0.0,0.0,2
belair,1.0,0.0,0.0,2
"arrow-falcon exporters, inc.",1.0,0.0,0.0,1
armbruster,1.0,0.0,0.0,1
comben,1.0,0.0,0.0,1
airgyro,1.0,0.0,0.0,1
aeropro cz s r o,1.0,0.0,0.0,1
aerospatiale/socata,1.0,0.0,0.0,4
aerospool,1.0,0.0,0.0,5
aerostar aircraft corporation,1.0,0.0,0.0,1
aerostar s a,1.0,0.0,0.0,5
aerotrike,1.0,0.375,0.375,7
agusta/westland,1.0,0.0,0.0,2
ahrens gerd h,1.0,0.0,0.0,1
air & space.,1.0,0.0,0.0,1
air borne windsports pty. ltd.,1.0,0.0,0.0,1
"air command international, inc",1.0,0.0,0.0,1
air trans. inc,1.0,0.0,0.0,1
airborne windsport,1.0,0.0,0.0,4
airborne windsports,1.0,0.0,0.0,4
airbus helicopter,1.0,0.0,0.0,4
airbus helicopters (eurocopte,1.0,0.0,0.0,1
aircraft mfg & design llc,1.0,0.0,0.0,1
aeroprakt,1.0,0.0,0.0,2
aeronca-bubeck irving,1.0,0.5,0.5,2
"aerofab, inc.",1.0,0.0,0.0,1
adler,1.0,0.0,0.0,1
1st ftr gp,1.0,0.0,0.0,1
2000 mccoy,1.0,0.0,0.0,1
5 rivers llc,1.0,0.5,0.5,2
85 manista,1.0,0.0,0.0,1
aaa aircraft leasing,1.0,0.0,0.0,2
adams balloons llc,1.0,0.3333333333333333,0.3333333333333333,3
adams donald l,1.0,0.0,0.0,1
adrian davis,1.0,0.0,0.0,1
aerodyne,1.0,0.0,0.0,2
aerial productions intl. inc.,1.0,0.0,0.0,1
aero eli servizi,1.0,0.0,0.0,1
"aero falcon intl., inc.",1.0,0.5,0.5,2
aero smart solutions inc,1.0,0.5,0.5,2
aero sp z o o,1.0,0.25,0.25,3
aero tek inc.,1.0,0.0,0.0,1
aero vodochody aero works,1.0,0.0,0.0,1
aircraft mfg & dvlpmt co,1.0,0.0,0.0,3
airparts nz ltd,1.0,0.0,0.0,1
arlington,1.0,0.0,0.0,1
airtime,1.0,0.0,0.0,1
american champion aircraft cor,1.0,0.0,0.0,2
american eagle,1.0,0.0,0.0,3
ames angier m,1.0,0.0,0.0,2
anderson john h,1.0,0.0,0.0,1
ang,1.0,0.0,0.0,2
angel aircraft corporation,1.0,0.0,0.0,2
"ankerman, donald l.",1.0,0.0,0.0,2
antenor velazco,1.0,0.0,0.0,2
anthony mattioli,1.0,0.0,0.0,1
antonovich anton b,1.0,0.0,0.0,1
