Make,Risk Score,Injury Rate,Survival Rate,Total Person
chomo,2.0,1.0,0.0,1
chilian,2.0,1.0,0.0,1
antares us,2.0,1.0,0.0,1
wohaska john,2.0,1.0,0.0,2
childs,2.0,1.0,0.0,1
chicco,2.0,1.0,0.0,2
prescott aeronautical,2.0,1.0,0.0,1
witzel,2.0,1.0,0.0,2
univair,2.0,1.0,0.0,3
univair aircraft corporation,2.0,1.0,0.0,2
apollo,2.0,1.0,0.0,1
christopher norris,2.0,1.0,0.0,1
quad city ultralight acft corp,2.0,1.0,0.0,1
apollo aircraft inc,2.0,1.0,0.0,2
anderson darrell l,2.0,1.0,0.0,1
co z,2.0,1.0,0.0,1
cloutier,2.0,1.0,0.0,1
clifton dixon,2.0,1.0,0.0,1
pipistrel doo ajdovscina,2.0,1.0,0.0,4
cleveland allan b,2.0,1.0,0.0,1
cleveland,2.0,1.0,0.0,1
clement,2.0,1.0,0.0,1
clearwaters,2.0,1.0,0.0,2
american general acft corp,2.0,1.0,0.0,4
claypool,2.0,1.0,0.0,1
"parrish, paul",2.0,1.0,0.0,1
ultra flight llc,2.0,1.0,0.0,2
claude e. merrin,2.0,1.0,0.0,1
american legend aircraft co,2.0,1.0,0.0,3
american longevity corp,2.0,1.0,0.0,2
wonder,2.0,1.0,0.0,1
amirkhanian shahram charl,2.0,1.0,0.0,1
clark james t,2.0,1.0,0.0,1
clarence f. callahan,2.0,1.0,0.0,1
clapp,2.0,1.0,0.0,2
clancy,2.0,1.0,0.0,1
clamar floats inc,2.0,1.0,0.0,1
citabria,2.0,1.0,0.0,1
anderas,2.0,1.0,0.0,1
anderson andreas,2.0,1.0,0.0,1
charles t. brietigam,2.0,1.0,0.0,1
pate,2.0,1.0,0.0,1
asselyn,2.0,1.0,0.0,1
vacey,2.0,1.0,0.0,2
arnold j/jones d l,2.0,1.0,0.0,1
arrow falcon exporters,2.0,1.0,0.0,1
arrow falcon exporters inc,2.0,1.0,0.0,5
central ohio dragonfly clubllc,2.0,1.0,0.0,2
central ohio dragonfly club,2.0,1.0,0.0,1
centrair,2.0,1.0,0.0,4
arrow falcon exporters inc.,2.0,1.0,0.0,1
cedric lewellen,2.0,1.0,0.0,1
winston w walker,2.0,1.0,0.0,1
cawood,2.0,1.0,0.0,1
winship kent s,2.0,1.0,0.0,1
cavalier aircraft corp.,2.0,1.0,0.0,1
arthur,2.0,1.0,0.0,1
winn,2.0,1.0,0.0,3
vampire,2.0,1.0,0.0,1
arthur chase,2.0,1.0,0.0,1
arthur p. matthews,2.0,1.0,0.0,2
catchot,2.0,1.0,0.0,1
van b anthony,2.0,1.0,0.0,1
as+ ltd.,2.0,1.0,0.0,1
ascher,2.0,1.0,0.0,1
cashmer philip m,2.0,1.0,0.0,2
cashen,2.0,1.0,0.0,1
paxton,2.0,1.0,0.0,1
van hoomissen gerald j,2.0,1.0,0.0,2
price,2.0,1.0,0.0,1
uskoski,2.0,1.0,0.0,1
charles peet,2.0,1.0,0.0,1
us/lta,2.0,1.0,0.0,2
wittman d r/wittman d m,2.0,1.0,0.0,1
charles j. keuthan,2.0,1.0,0.0,1
charles d walker,2.0,1.0,0.0,1
charles a brazil,2.0,1.0,0.0,1
witlock,2.0,1.0,0.0,1
arbaugh evans,2.0,1.0,0.0,1
wise,2.0,1.0,0.0,1
chapman mark a,2.0,1.0,0.0,1
chapman,2.0,1.0,0.0,1
wirth,2.0,1.0,0.0,1
ardovino mariucci,2.0,1.0,0.0,1
unregistered,2.0,1.0,0.0,1
chamberlin victor wayne,2.0,1.0,0.0,1
paul,2.0,1.0,0.0,1
pzl-swidnik,2.0,1.0,0.0,1
argence,2.0,1.0,0.0,1
argence enas a.,2.0,1.0,0.0,1
argo,2.0,1.0,0.0,1
chadwick,2.0,1.0,0.0,1
arion,2.0,1.0,0.0,3
ariosto james j,2.0,1.0,0.0,1
paul m. f. walker,2.0,1.0,0.0,1
cessna soloy,2.0,1.0,0.0,3
paul s. kerr,2.0,1.0,0.0,2
wippler,2.0,1.0,0.0,1
brumbaugh/hubin,2.0,1.0,0.0,2
victor e. nigro,2.0,1.0,0.0,1
victor m cordero,2.0,1.0,0.0,2
blue denney,2.0,1.0,0.0,1
whitten robinson,2.0,1.0,0.0,1
warrington,2.0,1.0,0.0,1
bliss corbin,2.0,1.0,0.0,1
warwick,2.0,1.0,0.0,2
waspair,2.0,1.0,0.0,3
pezold,2.0,1.0,0.0,1
wasson loehle,2.0,1.0,0.0,1
blanc,2.0,1.0,0.0,2
blaise,2.0,1.0,0.0,1
waters,2.0,1.0,0.0,1
prue irving owen,2.0,1.0,0.0,1
becker elmer l,2.0,1.0,0.0,1
watkins/monnett,2.0,1.0,0.0,1
beckert bruce a,2.0,1.0,0.0,1
whitman,2.0,1.0,0.0,1
bitonti,2.0,1.0,0.0,1
beckloff,2.0,1.0,0.0,1
beckner,2.0,1.0,0.0,1
wayland john h,2.0,1.0,0.0,1
bischoff,2.0,1.0,0.0,2
wayne hooks,2.0,1.0,0.0,1
"birdman enterprises, inc.",2.0,1.0,0.0,1
whithington,2.0,1.0,0.0,1
birdman enterprises,2.0,1.0,0.0,1
birchler boyd,2.0,1.0,0.0,1
beatty,2.0,1.0,0.0,1
beaton,2.0,1.0,0.0,1
wayne k. giles,2.0,1.0,0.0,2
warnke,2.0,1.0,0.0,1
walter tachiki,2.0,1.0,0.0,1
peterson,2.0,1.0,0.0,1
picard roy j,2.0,1.0,0.0,2
bollinger,2.0,1.0,0.0,1
walters,2.0,1.0,0.0,2
bolenbaugh phillip william,2.0,1.0,0.0,1
beam-walter,2.0,1.0,0.0,1
bohner,2.0,1.0,0.0,2
bogle absey c,2.0,1.0,0.0,1
whittridge richard d,2.0,1.0,0.0,1
walton daniel j,2.0,1.0,0.0,1
bean,2.0,1.0,0.0,2
peterson-feder-splinter,2.0,1.0,0.0,2
progress aero r&d,2.0,1.0,0.0,1
boeing helicopters div.,2.0,1.25,0.25,3
"beasley, gerald l.",2.0,1.0,0.0,1
ware teenie,2.0,1.0,0.0,1
warfield,2.0,1.0,0.0,1
warkentin,2.0,1.0,0.0,1
boehlke kevin p,2.0,1.0,0.0,1
bobo christopher j,2.0,1.0,0.0,1
warner aerocraft,2.0,1.0,0.0,1
bobbi boucher,2.0,1.0,0.0,1
bob sandlin,2.0,1.0,0.0,1
blythe,2.0,1.0,0.0,1
wayne ison,2.0,1.0,0.0,1
piaggio aero industries spa,2.0,1.0,0.0,4
viguie g/viguie m,2.0,1.0,0.0,1
phantom,2.0,1.0,0.0,1
bernard w. resnik,2.0,1.0,0.0,2
belisle thomas j,2.0,1.0,0.0,1
weinzierl,2.0,1.0,0.0,2
weston james,2.0,1.0,0.0,2
weiss denis,2.0,1.0,0.0,2
phantom aircraft co,2.0,1.0,0.0,1
welch,2.0,1.0,0.0,1
weston,2.0,1.0,0.0,1
phelps,2.0,1.0,0.0,2
wells john l jr,2.0,1.0,0.0,1
philip d anderson,2.0,1.0,0.0,1
wermling,2.0,1.0,0.0,1
bell textron canada ltd,2.0,1.0,0.0,4
bennett ra oliver,2.0,1.0,0.0,1
bennett,2.0,1.0,0.0,2
bennet,2.0,1.0,0.0,2
bell-continental copters,2.0,1.0,0.0,1
benham,2.0,1.0,0.0,2
bengtson,2.0,1.0,0.0,1
westland helicopters,2.0,1.0833333333333333,0.08333333333333333,11
western international,2.0,1.0,0.0,1
phillips ralph w,2.0,1.0,0.0,1
bell-transworld helicopters,2.0,1.0,0.0,1
bellet james j,2.0,1.0,0.0,2
weste,2.0,1.0,0.0,1
phantom aeronautics,2.0,1.0,0.0,2
berrie,2.0,1.0,0.0,2
bingham chuck,2.0,1.0,0.0,2
bertagna john,2.0,1.0,0.0,2
bingelis,2.0,1.0,0.0,1
whistle,2.0,1.0,0.0,1
billy amerson,2.0,1.0,0.0,1
whetzel,2.0,1.0,0.0,2
wayne o robinson,2.0,1.0,0.0,2
bill mccarley,2.0,1.0,0.0,2
bielawa,2.0,1.0,0.0,2
bice,2.0,1.0,0.0,2
bibbee,2.0,1.0,0.0,1
bibb,2.0,1.0,0.0,1
beecher,2.0,1.0,0.0,1
weaver stanley r/robinson scot,2.0,1.0,0.0,2
bezinque,2.0,1.0,0.0,1
betchan,2.0,1.0,0.0,1
wheeler acft. co.,2.0,1.0,0.0,2
best off,2.0,1.0,0.0,1
beierle,2.0,1.0,0.0,2
belcher,2.0,1.0,0.0,1
besarick,2.0,1.0,0.0,1
belcher william b ii,2.0,1.0,0.0,2
berwin,2.0,1.0,0.0,1
weddington,2.0,1.0,0.0,1
"belcher, gerald c",2.0,1.0,0.0,1
bertram william j,2.0,1.0,0.0,1
belew marshall d ii,2.0,1.0,0.0,1
peter clark,2.0,1.0,0.0,1
bomberger,2.0,1.0,0.0,2
beagle,2.0,1.0,0.0,2
brochetti louis,2.0,1.0,0.0,1
bareiss david a,2.0,1.0,0.0,2
barger jerry l,2.0,1.0,0.0,1
willbird,2.0,1.0,0.0,1
vought,2.0,1.0,0.0,1
british aircraft corp.,2.0,1.0,0.0,1
vuncannon,2.0,1.0,0.0,2
barker,2.0,1.0,0.0,1
wilhelm,2.0,1.0,0.0,1
barlow,2.0,1.0,0.0,1
bristow,2.0,1.0,0.0,1
bristell,2.0,1.0,0.0,1
w. r. mathis,2.0,1.0,0.0,1
brisbin,2.0,1.0,0.0,1
briegleb amature built,2.0,1.0,0.0,1
barnes thomas a,2.0,1.0,0.0,1
bridges,2.0,1.0,0.0,1
waco classic aircraft corp,2.0,1.0,0.0,4
brians,2.0,1.0,0.0,1
barnett,2.0,1.0,0.0,1
pepperd greg j,2.0,1.0,0.0,2
pietenpal,2.0,1.0,0.0,1
pereira,2.0,1.0,0.0,1
brewer,2.0,1.0,0.0,2
brennan,2.0,1.0,0.0,2
breiter,2.0,1.0,0.0,1
von berg,2.0,1.0,0.0,1
brock,2.0,1.0,0.0,2
walter chandler,2.0,1.0,0.0,2
bardouche,2.0,1.0,0.0,1
viking (clarke),2.0,1.0,0.0,1
pegasus aviation,2.0,1.0,0.0,1
penell mark a,2.0,1.0,0.0,1
vink robert d,2.0,1.0,0.0,1
william c. keiling,2.0,1.0,0.0,1
bannwart,2.0,1.0,0.0,2
browns,2.0,1.0,0.0,1
virgil larson,2.0,1.0,0.0,1
brown/morrison,2.0,1.0,0.0,2
volin,2.0,1.0,0.0,1
barber robert l,2.0,1.0,0.0,1
vollenweider r/hurst r f,2.0,1.0,0.0,1
brown narcisse a,2.0,1.0,0.0,1
barche,2.0,1.0,0.0,2
brown mitch,2.0,1.0,0.0,1
brown michael,2.0,1.0,0.0,1
vollmers,2.0,1.0,0.0,1
broussard,2.0,1.0,0.0,1
brooks,2.0,1.0,0.0,1
volmer,2.0,1.0,0.0,1
volmer aircraft,2.0,1.0,0.0,1
bronislaus,2.0,1.0,0.0,2
bromley,2.0,1.0,0.0,1
brokaw bergon f,2.0,1.0,0.0,1
brockman william a,2.0,1.0,0.0,1
breezy rlu,2.0,1.0,0.0,1
barnhart,2.0,1.0,0.0,1
brecher rotorway,2.0,1.0,0.0,2
braunschmidt,2.0,1.0,0.0,1
walker phil,2.0,1.0,0.0,2
bowermaster,2.0,1.0,0.0,1
bower,2.0,1.0,0.0,1
wilbur d. batman,2.0,1.0,0.0,1
pugh,2.0,1.0,0.0,2
bartholomew,2.0,1.0,0.0,3
piel,2.0,1.0,0.0,2
"barton, robert a.",2.0,1.0,0.0,2
boughner,2.0,1.0,0.0,1
wielt,2.0,1.0,0.0,1
boswell john j,2.0,1.0,0.0,2
walston,2.0,1.0,0.0,1
widner,2.0,1.0,0.0,2
boson,2.0,1.0,0.0,1
borreson,2.0,1.0,0.0,1
bates,2.0,1.0,0.0,2
borne charles a iii,2.0,1.0,0.0,2
boring robert burton,2.0,1.0,0.0,2
bauer,2.0,1.0,0.0,2
borgaes,2.0,1.0,0.0,2
walter c smythe,2.0,1.0,0.0,1
bony,2.0,1.0,0.0,1
"whitty, philip j.",2.0,1.0,0.0,1
bonds & bungey,2.0,1.0,0.0,2
bd 4- francisco,2.0,1.0,0.0,2
walker kenneth,2.0,1.0,0.0,2
barry maggio,2.0,1.0,0.0,1
barrows,2.0,1.0,0.0,1
bradley roderick w,2.0,1.0,0.0,1
brault glasair,2.0,1.0,0.0,1
barnstormer,2.0,1.0,0.0,1
pulsar aircraft corp.,2.0,1.0,0.0,1
barrett,2.0,1.0,0.0,1
waggonner,2.0,1.0,0.0,1
brashears,2.0,1.0,0.0,1
wagner,2.0,1.0,0.0,2
branham,2.0,1.0,0.0,1
barrett bensen,2.0,1.0,0.0,1
barrigar,2.0,1.0,0.0,2
wakely,2.0,1.0,0.0,1
bradford pietenpol,2.0,1.0,0.0,1
boyd dan,2.0,1.0,0.0,2
barron,2.0,1.0,0.0,1
bradey,2.0,1.0,0.0,1
brad j bates,2.0,1.0,0.0,1
walden a. cooper,2.0,1.0,0.0,1
bracken,2.0,1.0,0.0,1
brabandt,2.0,1.0,0.0,1
perth amboy,2.0,1.0,0.0,1
boyles,2.0,1.0,0.0,1
boyle black eagle,2.0,1.0,0.0,1
boykin b j,2.0,1.0,0.0,1
wilde mickey,2.0,1.0,0.0,1
american aircraft,2.0,1.0,0.0,1
patin,2.0,1.0,0.0,1
bellah,2.0,1.0,0.0,1
crook,2.0,1.0,0.0,1
deitz,2.0,1.0,0.0,1
crowder michael h,2.0,1.0,0.0,1
crow,2.0,1.0,0.0,1
wsk-pzl mielic,2.0,1.0,0.0,1
cross david l,2.0,1.0,0.0,1
polaris motors,2.0,1.0,0.0,2
dejager,2.0,1.0,0.0,1
crosby,2.0,1.0,0.0,1
dekkinga,2.0,1.0,0.0,1
tomblingson-leathers,2.0,1.0,0.0,1
thompson howard,2.0,1.0,0.0,2
advanced aviation,2.0,1.0,0.0,1
pagan,2.0,1.0,0.0,2
delconte emidio j,2.0,1.0,0.0,1
croke,2.0,1.0,0.0,1
advanced acft,2.0,1.0,0.0,2
thompson william a,2.0,1.0,0.0,1
tomlinson tracy l,2.0,1.0,0.0,1
thompson tommy w,2.0,1.0,0.0,1
advance aviation,2.0,1.0,0.0,1
dehavilland canada,2.0,1.0,0.0,1
advanced technology,2.0,1.0,0.0,2
crozier,2.0,1.0,0.0,1
crusenberry,2.0,1.0,0.0,1
tocholke,2.0,1.0,0.0,1
cummings quickie,2.0,1.0,0.0,2
"air tractor, inc.",2.0,1.0,0.0,1
powerchute,2.0,1.0,0.0,2
cullen/roth,2.0,1.0,0.0,1
deberry,2.0,1.0,0.0,1
"cuevas, orlando s.",2.0,1.0,0.0,1
"thomsen, horst",2.0,1.0,0.0,1
airborne (australia),2.0,1.0,0.0,1
powerchute llc,2.0,1.0,0.0,1
tolle,2.0,1.0,0.0,1
deer/reffalt,2.0,1.0,0.0,1
cub crafters inc,2.0,1.0,0.0,1
wychen,2.0,1.0,0.0,2
degelia,2.0,1.0,0.0,1
degraw,2.0,1.0,0.0,1
quickie aircraft,2.0,1.0,0.0,1
dehaan,2.0,1.0,0.0,1
wsl pzl,2.0,1.0,0.0,1
tompkins,2.0,1.0,0.0,1
crescenzi,2.0,1.0,0.0,1
cotter,2.0,1.0,0.0,2
treidel mark/r f d,2.0,1.0,0.0,1
craven,2.0,1.0,0.0,1
quick silver,2.0,1.0,0.0,2
craig r. merrill,2.0,1.0,0.0,1
thomas long,2.0,1.0,0.0,2
derego,2.0,1.0,0.0,2
ziermann,2.0,1.0,0.0,1
travis c. elmore,2.0,1.0,0.0,2
zito,2.0,1.0,0.0,1
craig,2.0,1.0,0.0,2
coyote,2.0,1.0,0.0,1
thompson david,2.0,1.0,0.0,1
"questair, inc.",2.0,1.0,0.0,2
paige,2.0,1.0,0.0,1
cox clyde h,2.0,1.0,0.0,1
porbeck john m,2.0,1.0,0.0,1
palen,2.0,1.0,0.0,1
thomas j murray,2.0,1.0,0.0,2
thomas g parkhurst,2.0,1.0,0.0,2
acro,2.0,1.0,0.0,1
cougar,2.0,1.0,0.0,1
dennis pointer,2.0,1.0,0.0,2
aircraft industries a.s.,2.0,1.0,0.0,1
thomas wayne l,2.0,1.0,0.0,1
adkins,2.0,1.0,0.0,1
wsk-pzl meilec,2.0,1.0,0.0,1
poppenhagen,2.0,1.0,0.0,1
cresap,2.0,1.0,0.0,1
owens/smyth,2.0,1.0,0.0,2
airbus helicopters deutschland,2.0,1.0,0.0,5
dempsey,2.0,1.0,0.0,3
denil,2.0,1.0,0.0,1
zielke,2.0,1.0,0.0,1
cremer,2.0,1.0,0.0,1
denney,2.0,1.0,0.0,1
wsk-mielec,2.0,1.0,0.0,4
topdog ultralights,2.0,1.0,0.0,2
denney aerocraft,2.0,1.0,0.0,2
creek michel w,2.0,1.0,0.0,1
page,2.0,1.0,0.0,2
townsend,2.0,1.0,0.0,1
dennis l zumbalt,2.0,1.0,0.0,1
crawford alan r,2.0,1.0,0.0,1
dennis m. durgin,2.0,1.0,0.0,1
deaton,2.0,1.0,0.0,1
curnutt elton e,2.0,1.0,0.0,2
current,2.0,1.0,0.0,1
aero-ace,2.0,1.0,0.0,1
david k. maxwell,2.0,1.0,0.0,1
darlington,2.0,1.0,0.0,1
danny w. sadek,2.0,1.0,0.0,2
young robert herman,2.0,1.0,0.0,1
david l thompson,2.0,1.0,0.0,2
zemp,2.0,1.0,0.0,2
p&m aviation ltd.,2.0,1.0,0.0,2
thunderbird aviation,2.0,1.0,0.0,1
"davidson, ronald a.",2.0,1.0,0.0,1
daniel squire,2.0,1.0,0.0,1
curry,2.0,1.0,0.0,2
tidd wesley,2.0,1.0,0.0,1
yost edwin s,2.0,1.0,0.0,2
pool,2.0,1.0,0.0,3
pond,2.0,1.0,0.0,1
zenair zodiac,2.0,1.0,0.0,1
davis frank r,2.0,1.0,0.0,1
quicksilver eipper acft inc,2.0,1.0,0.0,1
daniel l patrick,2.0,1.0,0.0,1
daniel j. zoerb,2.0,1.0,0.0,1
darney,2.0,1.0,0.0,2
youngs william d,2.0,1.0,0.0,2
darrell w. mc moran,2.0,1.0,0.0,1
younkin j r,2.0,1.0,0.0,1
aerolite,2.0,1.0,0.0,1
david b. robertson,2.0,1.0,0.0,4
davenport,2.0,1.0,0.0,2
dave ronneberg,2.0,1.0,0.0,1
aeroprakt manufacturing sp zoo,2.0,1.0,0.0,1
"thrush aircraft, inc.",2.0,1.0,0.0,1
zappia gabriel j,2.0,1.0,0.0,2
zeiler,2.0,1.0,0.0,1
daub,2.0,1.0,0.0,2
aeros ltd,2.0,1.0,0.0,3
aeros ltd/skyranger aircraft,2.0,1.0,0.0,2
zach vans,2.0,1.0,0.0,1
aerospatiale alenia,2.0,1.0,0.0,2
z-hi-max,2.0,1.0,0.0,1
david jarrett,2.0,1.0,0.0,1
yowell,2.0,1.0,0.0,2
aerosport,2.0,1.0,0.0,3
dart,2.0,1.0,0.0,2
aerostar acft corp of texas,2.0,1.0,0.0,7
daniel j. lee,2.0,1.0,0.0,3
zengel,2.0,1.0,0.0,2
davis mark,2.0,1.0,0.0,1
davison,2.0,1.0,0.0,1
d & k aviation,2.0,1.0,0.0,1
d & d aircraft,2.0,1.0,0.0,1
aermacchi,2.0,1.0,0.0,2
czech sport aircraft a s,2.0,1.0,0.0,3
dawe,2.0,1.0,0.0,1
day,2.0,1.0,0.0,1
p&m aviation,2.0,1.0,0.0,1
czech sport,2.0,1.0,0.0,4
popehn arthur j.,2.0,1.0,0.0,1
timothy wingate,2.0,1.0,0.0,2
tinsman,2.0,1.0,0.0,2
air creation usa llc,2.0,1.0,0.0,3
air creation/sides rick a,2.0,1.0,0.0,1
curtiss moses,2.0,1.0,0.0,1
p z l -warszawa-cnpsl,2.0,1.0,0.0,1
curtis john p,2.0,1.0,0.0,2
dean patrick g,2.0,1.0,0.0,1
curt hoffstad,2.0,1.0,0.0,1
dean r. fellows,2.0,1.0,0.0,1
quicksilver aircraft co,2.0,1.0,0.0,2
d.w. owens,2.0,1.0,0.0,2
aero mercantil s.a.,2.0,1.0,0.0,1
dacey,2.0,1.0,0.0,1
thorpe,2.0,1.0,0.0,1
davis starship,2.0,1.0,0.0,1
zenith acft co,2.0,1.0,0.0,1
davis/cleaver,2.0,1.0,0.0,1
davis/crouch,2.0,1.0,0.0,2
daniel a. shapiro,2.0,1.0,0.0,1
yates w/lazar m,2.0,1.0,0.0,1
tifft-v,2.0,1.0,0.0,2
ageton,2.0,1.0,0.0,1
yates mike e,2.0,1.0,0.0,1
poole robert c jr,2.0,1.0,0.0,1
aero comp inc,2.0,1.0,0.0,2
aero bristell,2.0,1.0,0.0,2
aero at sp zoo,2.0,1.0,0.0,1
quicksilver aircraft northeast,2.0,1.0,0.0,2
timm,2.0,1.0,0.0,2
pacheco,2.0,1.0,0.0,1
yamokoski william,2.0,1.0,0.0,1
timothy j brown,2.0,1.0,0.0,1
trickle,2.0,1.0,0.0,2
trammell,2.0,1.0,0.0,1
conover's,2.0,1.0,0.0,1
abbett gerry,2.0,1.0,0.0,2
park,2.0,1.0,0.0,1
dg flugzeugbau,2.0,1.0,0.0,2
turcotte jr robert l,2.0,1.0,0.0,2
thomas a siminski,2.0,1.0,0.0,1
comp air inc. (plambeck),2.0,1.0,0.0,1
dg-flugzeugbau gmbh,2.0,1.0,0.0,1
plante,2.0,1.0,0.0,1
worldwide aeros,2.0,1.5,0.5,2
turpen,2.0,1.0,0.0,1
cone,2.0,1.0,0.0,2
allied ag cat productions,2.0,1.0,0.0,1
ott,2.0,1.0,0.0,2
ab sportine aviacija,2.0,1.0,0.0,4
tuth,2.0,1.0,0.0,1
tuttle,2.0,1.0,0.0,1
diamond aicraft industries inc,2.0,1.0,0.0,1
thibault michael l,2.0,1.0,0.0,1
comeau,2.0,1.0,0.0,1
condor southern powered parach,2.0,1.0,0.0,1
turbine cubs of wyoming llc,2.0,1.0,0.0,1
a. schleicher gmbh & co.,2.0,1.0,0.0,1
tundermann venne,2.0,1.0,0.0,1
abrams,2.0,1.0,0.0,1
alexander vagner,2.0,1.0,0.0,1
continental copters inc,2.0,1.0,0.0,1
tumbling goose llc,2.0,1.0,0.0,1
overton,2.0,1.0,0.0,1
construcciones aeronauticas sa,2.0,1.0,0.0,2
abernathy,2.0,1.0,0.0,1
alfred,2.0,1.0,0.0,1
algimantas jonusas,2.0,1.0,0.0,2
conn,2.0,1.0,0.0,2
abbey victor,2.0,1.0,0.0,1
alisport,2.0,1.0,0.0,1
alisport srl,2.0,1.0,0.0,1
alkire,2.0,1.0,0.0,1
allan g pixley,2.0,1.0,0.0,1
allardyce michael,2.0,1.0,0.0,1
consolidated aeronautics inc,2.0,1.0,0.0,1
conner,2.0,1.0,0.0,1
diamond aircraft ind gmbh,2.0,1.0,0.0,1
worgull,2.0,1.0,0.0,1
prairie flyers,2.0,1.0,0.0,2
dimaria,2.0,1.0,0.0,1
collette,2.0,1.0,0.0,1
diehl,2.0,1.0,0.0,1
collard,2.0,1.0,0.0,1
"colgate, henry a.",2.0,1.0,0.0,1
dietrich,2.0,1.0,0.0,1
the old hen crow,2.0,1.0,0.0,1
dillinger,2.0,1.0,0.0,1
cole paul b,2.0,1.0,0.0,1
2003 nash,2.0,1.0,0.0,1
dickinson,2.0,1.0,0.0,1
thatcher,2.0,1.0,0.0,2
diven robert,2.0,1.0,0.0,1
dixon,2.0,1.0,0.0,2
porter glen,2.0,1.0,0.0,1
amer. aerolight,2.0,1.0,0.0,1
ufm,2.0,1.0,0.0,1
cocks,2.0,1.0,0.0,1
zs delta-bielsko wroclaw,2.0,1.0,0.0,1
dickmann,2.0,1.0,0.0,1
amateur built,2.0,1.0,0.0,5
pitts aerobatics,2.0,1.0,0.0,4
parlette robert l,2.0,1.0,0.0,1
alson g. siler,2.0,1.0,0.0,1
twibell richard dale,2.0,1.0,0.0,1
therrien roger,2.0,1.0,0.0,1
colvin,2.0,1.0,0.0,1
parks,2.0,1.0,0.0,2
parks jerry r,2.0,1.0,0.0,1
a. le francois,2.0,1.0,0.0,1
woolston glenn e,2.0,1.0,0.0,1
pittman eddie g,2.0,1.0,0.0,1
"uetz, walter",2.0,1.0,0.0,2
colman,2.0,1.0,0.0,1
theordore jankowski,2.0,1.0,0.0,1
theis,2.0,1.0,0.0,1
collins robert s,2.0,1.0,0.0,1
u-fly-it,2.0,1.0,0.0,1
781569 inc,2.0,1.0,0.0,3
alvin r. kemmet,2.0,1.0,0.0,2
collin campbell,2.0,1.0,0.0,1
continental copters inc.,2.0,1.0,0.0,4
aeromot,2.0,1.0,0.0,2
abrams/nuding,2.0,1.0,0.0,2
airplane factory (pty) ltd the,2.0,1.0,0.0,2
wright bruce m,2.0,1.0,0.0,1
trohoski,2.0,1.0,0.0,1
thomas c. piper,2.0,1.0,0.0,1
para-sail,2.0,1.0,0.0,1
cooley,2.0,1.0,0.0,1
dever,2.0,1.0,0.0,1
deussen alexander ii,2.0,1.0,0.0,1
tucker timothy e,2.0,1.0,0.0,2
destiny powered parachutes,2.0,1.0,0.0,2
devenport,2.0,1.0,0.0,1
quest ii walsh ltd.,2.0,1.0,0.0,2
corley hubert,2.0,1.0,0.0,1
pohlman/pohlman,2.0,1.0,0.0,1
tuberville,2.0,1.0,0.0,2
airtime aircraft inc,2.0,1.0,0.0,2
troyer,2.0,1.0,0.0,1
aces high,2.0,1.0,0.0,1
tubb,2.0,1.0,0.0,1
devaughn,2.0,1.0,0.0,1
panzl,2.0,1.0,0.0,1
wright daniel j,2.0,1.0,0.0,1
triple s aero inc,2.0,1.0,0.0,2
owen,2.0,1.0,0.0,2
wsk,2.0,1.0,0.0,1
poehls,2.0,1.0,0.0,1
devries,2.0,1.0,0.0,1
airgyro aviation llc,2.0,1.0,0.0,1
alexander schleicher,2.0,1.0,0.0,1
airmate,2.0,1.0,0.0,1
"airnew, inc.",2.0,1.0,0.0,1
devor,2.0,1.0,0.0,1
thomas e. georges,2.0,1.0,0.0,1
"cortesy, john e",2.0,1.0,0.0,2
plummer,2.0,1.0,0.0,1
corben baby ace,2.0,1.0,0.0,1
devoe,2.0,1.0,0.0,1
alderfer,2.0,1.0,0.0,1
palmer/wilgus,2.0,1.0,0.0,1
derr,2.0,1.0,0.0,1
grumman acft eng cor-schweizer,1.9473684210526316,0.9473684210526315,0.0,19
progressive aerodyne,1.9,0.9,0.0,8
gulfstream-schweizer,1.9,0.9,0.0,11
baker,1.875,0.875,0.0,6
monocoupe aircraft,1.875,0.875,0.0,5
holmes,1.875,1.0,0.125,7
six chuter,1.8571428571428572,0.9285714285714286,0.07142857142857142,12
continental copters,1.8571428571428572,0.8571428571428571,0.0,14
callair,1.8571428571428572,0.8928571428571429,0.03571428571428571,16
grumman-schweizer,1.8571428571428572,0.8571428571428571,0.0,39
cubcrafters inc,1.8571428571428572,0.9285714285714286,0.07142857142857142,9
destiny,1.8571428571428572,0.8571428571428571,0.0,11
pioneer,1.8541666666666667,0.8541666666666666,0.0,11
maxair,1.8333333333333333,0.8333333333333334,0.0,19
shaw,1.8333333333333333,0.8333333333333334,0.0,4
zimmerman,1.8333333333333333,0.8333333333333334,0.0,5
airframes unlimited,1.8333333333333333,1.0,0.16666666666666666,5
commonwealth,1.8333333333333333,1.0,0.16666666666666666,4
consolidated aeronautics inc.,1.8214285714285714,0.8928571428571429,0.07142857142857142,24
eiriavion oy,1.8,0.8,0.0,5
curtiss,1.8,0.8,0.0,9
remos aircraft gmbh,1.8,0.8,0.0,9
parsons,1.8,0.8,0.0,7
garlick helicopters inc,1.8,0.8,0.0,5
piasecki acft. corp.,1.8,0.8,0.0,5
starduster,1.8,0.8,0.0,7
aerofab inc.,1.8,0.8,0.0,9
naval aircraft factory,1.8,0.8,0.0,10
slingsby,1.7857142857142858,0.7857142857142857,0.0,10
diamond aircraft industries,1.7750000000000001,0.85,0.075,25
